,name,bday,sex,age,age_diff,zodiac,zodiac_sp,num_of_m,num_of_m_sp,num_of_child_cl,num_of_child_sp_cl,num_of_role,num_of_role_sp,geohash,geo_distance,age_m_1,age_div_1,age_m_sp_1,age_div_sp_1,divorce
2,Willie Aames,1960-07-15,M,58.81024251011314,,6.0,,3.0,,2.0,,5.0,,9mupk2n,,19.0,,,,1.0
5,Bruce Abbott,1954-07-28,M,64.77614187834111,-2.1656844425279096,7.0,9.0,2.0,2.0,2.0,2.0,1.0,1.0,c20fbmg,20000000.0,28.0,35.0,26.0,26.0,1.0
6,Bud Abbott,,M,,,,,1.0,,2.0,,3.0,,dr5kgcf,,,,,,0.0
8,Philip Abbott,,M,,,,,1.0,,,,1.0,,9z70pmz,,,,,,1.0
10,Jake Abel,1987-11-18,M,31.466765231318927,,10.0,,1.0,,,,3.0,,dpq0h5n,,26.0,,,,0.0
13,F. Murray Abraham,1939-10-24,M,79.53619855301616,,10.0,,1.0,,2.0,,1.0,,dppn59u,,23.0,,,,0.0
17,Kirk Acevedo,1971-11-27,M,47.44245261709686,,11.0,,1.0,2.0,2.0,2.0,1.0,1.0,dr5rmm5,20000000.0,34.0,,,,0.0
18,Jensen Ackles,1978-03-01,M,41.18359719912113,-1.04588047666961,2.0,2.0,1.0,1.0,3.0,3.0,2.0,1.0,9vg4mqf,625441.0,32.0,,31.0,31.0,0.0
19,Rodolfo Acosta,1920-07-29,M,98.77273318411741,,7.0,,1.0,,,,,,9tsk9x4,,25.0,,,,0.0
26,Don Adams,1923-04-13,M,96.06768106121277,,3.0,,3.0,,7.0,,5.0,,dr5regw,,24.0,37.0,,,1.0
29,Mason Adams,1919-02-26,M,100.19370692074443,,2.0,,1.0,,2.0,,1.0,,dr5rmm5,,38.0,,,,0.0
30,Nick Adams,1931-07-10,M,87.82658097017735,-5.993278438297844,6.0,6.0,1.0,1.0,2.0,2.0,2.0,,dr3fqmn,20000000.0,28.0,34.0,22.0,22.0,1.0
31,R. J. Adams,1942-09-20,M,76.62854131159435,,8.0,,1.0,,,,5.0,,dpxts8y,,26.0,,,,0.0
32,Rob Adams,1970-02-27,M,49.18923728755554,,2.0,,1.0,,3.0,,3.0,,9yzgery,,26.0,,,,0.0
37,Anthony Mark Addabbo,1960-09-14,M,58.64323018268684,,8.0,,1.0,,,,2.0,,dhwfmx3,,39.0,,,,1.0
38,Wesley Addy,1913-08-04,M,105.75713395894509,-3.7345051575323254,7.0,4.0,1.0,,,2.0,1.0,2.0,9z7f8yw,20000000.0,53.0,,,,0.0
40,Paul Adelstein,1969-04-29,M,50.021561017680035,-8.101466833678995,4.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0,dp3wjzt,5003530.0,37.0,48.0,29.0,29.0,1.0
47,Luther Adler,1903-05-04,M,116.01059570011705,-7.2636672895405106,4.0,7.0,2.0,,1.0,1.0,2.0,1.0,dr5regw,625441.0,35.0,43.0,,,1.0
48,Matt Adler,1966-12-08,M,52.411753834780995,,11.0,,2.0,,,,1.0,,9q5ctr1,,27.0,29.0,,,1.0
49,Max Adler,1986-01-17,M,33.30116292600122,,0.0,,1.0,,,,1.0,,dr5x8y2,,29.0,,,,0.0
52,Ben Affleck,1972-08-15,M,46.72512098126587,0.3285488408386209,7.0,3.0,1.0,2.0,3.0,3.0,1.0,3.0,9q9p3w7,5003530.0,33.0,46.0,28.0,28.0,1.0
53,Casey Affleck,1975-08-12,M,43.73532652963442,-3.3292949204980253,7.0,11.0,1.0,1.0,2.0,2.0,1.0,3.0,drmu3k8,5003530.0,31.0,42.0,28.0,28.0,1.0
54,John Agar,1921-01-31,M,98.26348248081754,,1.0,,2.0,,3.0,,1.0,,dp3wjzt,,24.0,29.0,,,1.0
61,Charles Aidman,1925-01-21,M,94.2907794136772,,1.0,,2.0,,,,1.0,,dp4mpks,,32.0,42.0,,,1.0
70,Claude Akins,1926-05-25,M,92.95194288725985,,5.0,,1.0,,3.0,,1.0,,dnh5854,,26.0,,,,0.0
75,Luis Alberni,1886-10-04,M,132.58862262743247,,9.0,,1.0,,,,1.0,,sp3e3my,,33.0,54.0,,,1.0
78,Edward Albert,1951-02-20,M,68.20947726510471,12.213803158175732,2.0,11.0,1.0,3.0,,1.0,1.0,1.0,9q5ctr1,20000000.0,27.0,,27.0,27.0,0.0
81,Frank Albertson,1909-02-02,M,110.2582530784342,,1.0,,2.0,,5.0,,1.0,,cb5xm9w,,22.0,34.0,,,1.0
82,Jack Albertson,1907-06-16,M,111.89278356160635,,5.0,,1.0,,1.0,,4.0,,drt3qg7,,45.0,,,,0.0
85,Chris Alcaide,1922-10-23,M,96.53860106641476,-3.6277267842597727,10.0,5.0,2.0,,,2.0,2.0,3.0,dpq9ucb,20000000.0,26.0,27.0,,,1.0
89,Antony Alda,1956-12-09,M,62.40785231729604,,11.0,,2.0,,2.0,,1.0,,gbtgxuw,,19.0,21.0,,,1.0
90,Robert Alda,1914-02-26,M,105.19312511550542,,2.0,,2.0,,,,1.0,,dr5regw,,18.0,32.0,,,1.0
99,Frank Aletter,1926-01-14,M,93.3106087051753,-9.363641963900696,0.0,5.0,2.0,2.0,4.0,2.0,1.0,3.0,dr5x8y2,20000000.0,32.0,48.0,23.0,23.0,1.0
102,Cris Alexander,1920-01-14,M,99.31210086449413,,0.0,,1.0,,,,5.0,,9y7txts,,91.0,,,,0.0
103,Flex Alexander,1970-04-15,M,49.060555658227074,-3.080145382862072,3.0,4.0,1.0,1.0,2.0,2.0,3.0,5.0,dr72jm9,5003530.0,30.0,,27.0,27.0,0.0
104,Jace Alexander,1964-04-07,M,55.0812131665948,-6.3546821632203265,3.0,7.0,1.0,1.0,3.0,3.0,3.0,1.0,dr5regw,625441.0,34.0,,28.0,28.0,0.0
105,Jason Alexander,1959-09-23,M,59.620662984181735,,9.0,,1.0,,2.0,,6.0,,dr5r8pt,,23.0,,,,0.0
112,Mahershala Ali,1974-02-16,M,45.21927212742219,,1.0,,1.0,,1.0,,2.0,,9q9p1dh,,39.0,,,,0.0
113,Jed Allan,1935-03-01,M,84.18516465088263,,2.0,,1.0,,3.0,,4.0,,dr5regw,,23.0,,,,0.0
130,Woody Allen,1935-12-01,M,83.4322402239608,,11.0,,3.0,,5.0,,4.0,,dr5rmm5,,21.0,27.0,,,1.0
134,Marshall Allman,1984-04-05,M,35.08627829455772,,3.0,,1.0,1.0,3.0,3.0,1.0,1.0,9v6kpvc,5003530.0,22.0,,,,0.0
136,Christopher Allport,1947-06-17,M,71.88922428249724,,5.0,,2.0,,2.0,,1.0,,drt2zp2,,32.0,43.0,,,1.0
148,Kirk Alyn,1910-10-08,M,108.57991608315024,-8.525842419762213,9.0,3.0,1.0,,3.0,4.0,1.0,2.0,dr68jmf,20000000.0,32.0,45.0,,,1.0
152,Dan Amboyer,1985-12-28,M,33.355921066140986,,0.0,,1.0,,,,1.0,,dpsby4p,,32.0,,,,0.0
154,Don Ameche,1908-05-31,M,110.93451610916037,,5.0,,1.0,,6.0,,6.0,,dp9d386,,24.0,,,,1.0
157,Leon Ames,1902-01-20,M,117.29467408639464,,1.0,,1.0,,2.0,,1.0,,dp5w42c,,36.0,,,,0.0
158,Robert Downing Ames,1889-03-23,M,130.1217684141358,,3.0,,4.0,,,,1.0,,drkmd70,,18.0,,,,1.0
159,John Amos,1939-12-27,M,79.36097250456888,,0.0,,3.0,,6.0,,1.0,,dr5r8pt,,26.0,36.0,,,1.0
169,Eddie Anderson,1905-09-18,M,113.63409241805105,,8.0,,2.0,,4.0,,2.0,,9q9p1dh,,27.0,68.0,,,1.0
2253,Richard Anderson,1926-08-08,M,92.7465998617357,,7.0,,2.0,,3.0,,4.0,,dr5mk30,,29.0,30.0,,,1.0
2260,Dana Andrews,1909-01-01,M,110.3458661026578,,0.0,,2.0,,4.0,,1.0,,dj8k40g,,23.0,,,,1.0
2262,Edward Andrews,1914-10-09,M,104.57709603893305,,9.0,,1.0,,3.0,,1.0,,djuj4s2,,41.0,,,,1.0
2267,Tige Andrews,1920-03-19,M,99.13413690903988,,2.0,,1.0,,,,1.0,,dr5rmm5,,30.0,,,,0.0
2272,Paul Anka,1941-07-30,M,77.77024853350856,,7.0,,3.0,,6.0,,2.0,,f244mkw,,22.0,60.0,,,1.0
2274,Dave Annable,1979-09-15,M,39.6421555541866,-5.651040062424282,8.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,dr73bst,20000000.0,31.0,,25.0,25.0,0.0
2275,Michael Ansara,1922-04-15,M,97.06154130474958,-3.6551058543296575,3.0,11.0,3.0,1.0,1.0,,1.0,1.0,,,33.0,34.0,30.0,30.0,1.0
2282,Craig Anton,1962-08-28,M,56.69110248670403,,8.0,,1.0,,,,4.0,,9z7f8yw,,32.0,,,,1.0
2284,Lou Antonio,1934-01-23,M,85.28580326769202,,1.0,,1.0,,,,1.0,,9y69ubw,,31.0,46.0,,,1.0
2289,Judd Apatow,1967-12-06,M,51.41789359124417,-4.3039898149859335,11.0,3.0,1.0,1.0,,,2.0,1.0,dr5rzvk,20000000.0,30.0,,25.0,25.0,0.0
2295,Royce D. Applegate,1939-12-25,M,79.36644831858284,,0.0,,1.0,,,,3.0,,9y69xtm,,19.0,30.0,,,1.0
2466,Roscoe Arbuckle,1887-03-24,M,132.1204405292374,-2.5243502604434043,3.0,9.0,3.0,,,,4.0,1.0,9z1f21d,5003530.0,21.0,38.0,,,1.0
2467,Allan Arbus,1918-02-15,M,101.22315995537213,-5.073341683949705,1.0,2.0,2.0,1.0,3.0,,2.0,,dr5regw,118.0,23.0,51.0,18.0,18.0,1.0
2472,Geoffrey Arend,1978-02-28,M,41.18633510612811,2.8255200312121405,2.0,4.0,1.0,1.0,,,3.0,2.0,dr72h8r,5003530.0,31.0,,34.0,34.0,0.0
2479,Adam Arkin,1956-08-19,M,62.71449790207876,,7.0,,2.0,,2.0,,3.0,,dr5rmm5,,43.0,,,,1.0
2480,Alan Arkin,1934-03-26,M,85.11605303325871,,3.0,,3.0,,3.0,,5.0,,dr5rmm5,,21.0,27.0,,,1.0
2512,Matthew Arkin,1960-03-21,M,59.12783972292381,,3.0,,1.0,,2.0,,2.0,,dr5rmm5,,33.0,51.0,,,1.0
2514,Richard Arlen,1899-09-01,M,119.67939108948164,,8.0,,3.0,,,,1.0,,9zvz9xt,,21.0,24.0,,,1.0
2515,Pedro Armendáriz,1912-05-09,M,106.99466792610387,,4.0,,1.0,,2.0,,1.0,,9g3w81t,,26.0,,,,0.0
2517,Fred Armisen,1966-12-04,M,52.42270546280896,,11.0,,2.0,,,,,,dj8d0nu,,32.0,38.0,,,1.0
2521,Curtis Armstrong,1953-11-27,M,65.44145328103933,,11.0,,1.0,,,,4.0,,dpsby4p,,41.0,,,,0.0
2525,Robert Armstrong,1890-11-20,M,128.4598588608938,-5.199285406271176,10.0,1.0,4.0,,,,1.0,1.0,dpsr18k,5003530.0,30.0,35.0,,,1.0
2528,Desi  Arnaz,1917-03-02,M,102.18142740781806,5.571640759221613,2.0,7.0,2.0,2.0,,,3.0,8.0,d7d1f7y,5003530.0,23.0,43.0,29.0,29.0,1.0
2529,James Arness,1923-05-26,M,95.94995105991224,,5.0,,2.0,,4.0,,1.0,,9zvxvey,,25.0,37.0,,,1.0
2530,Will Arnett,1970-05-04,M,49.00853542509429,6.305399837094532,4.0,0.0,2.0,2.0,2.0,2.0,3.0,1.0,dpz83df,20000000.0,24.0,25.0,30.0,30.0,1.0
2532,Danny Arnold,1925-01-23,M,94.28530359966324,-7.4799619430926025,1.0,6.0,2.0,,2.0,,4.0,1.0,dr5regw,5003530.0,30.0,,,,1.0
2536,Tom Arnold,1959-03-06,M,60.17098229258643,6.335516814171407,2.0,10.0,4.0,3.0,2.0,5.0,2.0,5.0,9zq334w,5003530.0,31.0,35.0,22.0,22.0,1.0
2540,Cliff Arquette,1905-12-27,M,113.36030171735216,,0.0,,1.0,,,,2.0,,dpksgn9,,29.0,,,,1.0
2541,David Arquette,1971-09-08,M,47.661485177655926,7.230812405456648,8.0,5.0,2.0,1.0,3.0,1.0,10.0,5.0,dqbkcv5,5003530.0,28.0,42.0,35.0,35.0,1.0
2542,Lewis Arquette,1935-12-14,M,83.39664743286994,,11.0,,1.0,,,,3.0,,dp3wjzt,,28.0,,,,0.0
2550,Dana Ashbrook,1967-05-24,M,51.954523364613934,,5.0,,1.0,,,,1.0,,9muez5r,,48.0,,,,0.0
2552,John Asher,1971-01-13,M,48.31310704531922,,0.0,,2.0,,1.0,,4.0,,9q5ctr1,,23.0,25.0,,,1.0
2556,John Ashton,1948-02-22,M,71.20474753075011,,2.0,,2.0,,2.0,,1.0,,drkrs0m,,20.0,22.0,,,1.0
2560,Ed Asner,1929-11-15,M,89.47480098838444,,10.0,,2.0,,4.0,,3.0,,9yuwrvc,,30.0,59.0,,,1.0
2563,Fred Astaire,1899-05-10,M,119.99151248827832,,4.0,,2.0,,2.0,,6.0,,9z7f8yw,,34.0,,,,1.0
2564,John Astin,1930-03-30,M,89.10518354244098,,3.0,,3.0,,5.0,,5.0,,dqcx88s,,26.0,,,,1.0
2566,Sean Astin,1971-02-25,M,48.195377044018706,,2.0,,1.0,,3.0,,5.0,,9q59x9j,,21.0,,,,0.0
2567,Skylar Astin,1987-09-23,M,31.620088023710274,4.988466566733062,9.0,9.0,1.0,2.0,,,5.0,2.0,dr5regw,5003530.0,29.0,,28.0,28.0,0.0
2569,Roscoe Ates,1895-01-20,M,124.29276439625728,,1.0,,3.0,,,,1.0,,djb2j9v,,28.0,50.0,,,1.0
2572,Christopher Atkins,1961-02-21,M,58.20516506156869,,2.0,,1.0,,,,1.0,,dr795k3,,24.0,46.0,,,1.0
2580,René Auberjonois,1940-06-01,M,78.93112110447169,,5.0,,1.0,,,,2.0,,dr5regw,,23.0,,,,0.0
2585,Scott Aukerman,1970-07-02,M,48.846998911681965,-9.859203132165616,6.0,4.0,1.0,1.0,,,10.0,5.0,djwqd8p,5003530.0,38.0,,28.0,28.0,0.0
2590,Stone Cold Steve Austin,1964-12-18,M,54.38304687981272,,11.0,,4.0,,3.0,,8.0,,9v6kpvc,,26.0,28.0,,,1.0
2591,Frankie Avalon,1940-09-18,M,78.63268924070994,,8.0,,1.0,,8.0,,2.0,,dr4e394,,23.0,,,,0.0
2594,James Avery,1945-11-27,M,73.44161755545974,,11.0,,1.0,,,,2.0,,dq98cq1,,43.0,,,,0.0
2596,Val Avery,1924-07-14,M,94.81371965201204,12.430097811727824,6.0,1.0,1.0,,,,1.0,1.0,dr4e394,625441.0,29.0,,,,0.0
2599,Dan Aykroyd,1952-07-01,M,66.84873748263139,-5.051438427893797,6.0,6.0,1.0,1.0,3.0,3.0,,2.0,f244mkw,20000000.0,31.0,,26.0,26.0,0.0
2602,Lew Ayres,1908-12-28,M,110.3568177306858,,0.0,,3.0,,,,1.0,,9zvxvey,,23.0,25.0,,,1.0
2605,Hank Azaria,1964-04-25,M,55.031930840468995,0.8624407072013799,4.0,5.0,2.0,1.0,1.0,2.0,5.0,3.0,dr5x8y2,20000000.0,35.0,36.0,36.0,36.0,1.0
2609,Dian Bachar,1970-10-26,M,48.5294016988713,,10.0,,1.0,,,,1.0,,9xj64fk,,48.0,,,,0.0
2611,Hans Bachmann,1954-06-24,M,64.86923071657871,,6.0,,1.0,,,,4.0,,dpmuhfx,,27.0,29.0,,,1.0
2613,Christopher Backus,1981-10-30,M,37.51753971676352,14.089269457962859,10.0,9.0,1.0,1.0,4.0,4.0,4.0,1.0,9mur4s5,20000000.0,23.0,,37.0,37.0,0.0
2614,Jim Backus,1913-02-25,M,106.19519908006323,1.935700253940875,2.0,3.0,1.0,,,,1.0,2.0,dpmuhfx,5003530.0,30.0,,,,0.0
2618,Kevin Bacon,1958-07-08,M,60.830817881270654,-7.115820311163131,6.0,7.0,1.0,1.0,2.0,2.0,4.0,3.0,dr4e394,625441.0,30.0,,23.0,23.0,0.0
2620,Michael Badalucco,1954-12-20,M,64.37914536232776,,11.0,,1.0,,,,1.0,,dr5rmm5,,42.0,,,,0.0
2621,Diedrich Bader,1966-12-24,M,52.36794732266919,,0.0,,1.0,,,,4.0,,dqchyb0,,31.0,,,,0.0
2622,Penn  Badgley,1986-11-01,M,32.51264570798853,,10.0,,1.0,,,,2.0,,dqcx88s,,31.0,,,,0.0
2624,Max Baer Jr.,1937-12-04,M,81.42261648083122,,11.0,,1.0,,,,6.0,,9q9p1dh,,29.0,34.0,,,1.0
2625,Parley Baer,1914-08-05,M,104.7550599943873,,7.0,,1.0,,2.0,,1.0,,9x0rvu7,,32.0,,,,0.0
2637,G. W. Bailey,1944-08-27,M,74.69284105765348,,8.0,,1.0,,2.0,,1.0,,9vm4n27,,22.0,55.0,,,1.0
2646,Scott Baio,,M,,,,,1.0,,,,3.0,,dr5rh38,,,,,,0.0
2648,Jon Robin Baitz,1961-11-04,M,57.504260867779635,,10.0,,1.0,,,,5.0,,9q5ctr1,,54.0,,,,0.0
2655,Dee Bradley Baker,1962-08-31,M,56.68288876568307,,8.0,,1.0,,2.0,,2.0,,dnfqz1c,,28.0,,,,0.0
2656,Dylan Baker,1959-10-07,M,59.5823322860839,6.633948677933153,9.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,dr9ughx,5003530.0,31.0,,37.0,37.0,0.0
2661,Jim B. Baker,1941-07-12,M,77.81953085963436,,6.0,,1.0,,,,1.0,,c82y721,,33.0,,,,1.0
2764,Ray Baker,1948-07-09,M,70.8269163637857,-2.625652819701979,6.0,2.0,2.0,1.0,3.0,3.0,1.0,1.0,9z7f8yw,20000000.0,34.0,47.0,31.0,31.0,1.0
2770,Dan Bakkedahl,1969-11-18,M,49.46576589526136,,10.0,,1.0,,2.0,,2.0,,9zy4rs1,,34.0,,,,0.0
2771,Scott Bakula,1954-10-09,M,64.57627466683094,,9.0,,2.0,,4.0,,3.0,,9yzgery,,27.0,41.0,,,1.0
2772,Bob Balaban,1945-08-16,M,73.72362197717955,,7.0,,1.0,,2.0,,4.0,,dp3wjzt,,32.0,,,,0.0
2774,Adam Baldwin,1962-02-27,M,57.18940156197596,,2.0,,1.0,,3.0,,3.0,,dp3xe98,,26.0,,,,0.0
2775,Alec Baldwin,1958-04-03,M,61.09365695394156,4.317679350020876,3.0,11.0,2.0,2.0,5.0,,4.0,7.0,dr5z3m7,5003530.0,35.0,44.0,27.0,27.0,1.0
2779,Stephen Baldwin,1966-05-12,M,52.9867143062486,,4.0,,1.0,,2.0,,2.0,,dr5z2j9,,24.0,,,,0.0
2780,William Baldwin,1963-02-21,M,56.206492946467066,-4.974777031698118,2.0,1.0,1.0,1.0,3.0,3.0,3.0,2.0,dr5z2j9,20000000.0,32.0,,27.0,27.0,0.0
2781,Christian Bale,1974-01-30,M,45.265816546541004,,1.0,,1.0,,2.0,,1.0,,gchqwvg,,26.0,,,,0.0
2782,Eric Balfour,1977-04-24,M,42.035086278294564,,4.0,,1.0,,,,2.0,,9q5ctr1,,38.0,,,,0.0
2783,Ron Balicki,1963-09-02,M,55.67807689411829,,8.0,,1.0,,,,7.0,,dp3wjzt,,32.0,,,,0.0
2791,Robert Banas,1933-09-22,M,85.62256582955159,,8.0,,1.0,,,,1.0,,dr5regw,,31.0,36.0,,,1.0
2794,Frank Bank,1942-04-12,M,77.06934433971949,,3.0,,3.0,,,,7.0,,9q5ctr1,,21.0,23.0,,,1.0
2796,Jonathan Banks,1947-01-31,M,72.26431754245469,,1.0,,2.0,,3.0,,1.0,,dqcjqfz,,21.0,23.0,,,1.0
2803,Jim Bannon,1911-04-09,M,108.07887910087132,5.013107729795958,3.0,3.0,2.0,2.0,,2.0,1.0,3.0,9yuwrvc,20000000.0,27.0,39.0,32.0,32.0,1.0
2816,Lex Barker,1919-05-08,M,99.99931552324827,,4.0,,5.0,,3.0,,1.0,,dr795k3,,23.0,,,,1.0
2831,Sandy Baron,1936-05-05,M,83.00512673087059,,4.0,,3.0,,,,4.0,,dr5rmm5,,26.0,31.0,,,1.0
2979,John Barrowman,1967-03-11,M,52.157128483131075,,2.0,,1.0,,,,8.0,,gcuvz1z,,46.0,,,,0.0
2984,Gene Barry,1919-06-14,M,99.8980129639897,,5.0,,1.0,,3.0,,1.0,,dr5regw,,25.0,,,,0.0
2992,John Drew Barrymore,1932-06-04,M,86.92307165787113,6.932380541694903,5.0,6.0,4.0,,4.0,3.0,1.0,3.0,9q5ctr1,20000000.0,21.0,28.0,,,1.0
2998,Eddie Barth,,M,,,,,1.0,,,,4.0,,dr4e394,,,,,,0.0
2999,Justin Bartha,1978-07-21,M,40.79481440412878,,6.0,,1.0,,1.0,,1.0,,dhxh87m,,36.0,,,,0.0
3000,Richard Barthelmess,1895-05-09,M,123.99433253249552,-6.286234488045612,4.0,7.0,2.0,3.0,2.0,3.0,1.0,5.0,dr5regw,20000000.0,25.0,32.0,19.0,19.0,1.0
3011,Mikhail Baryshnikov,1948-01-27,M,71.27593311293181,,1.0,,1.0,,4.0,,2.0,,ud15ux2,,58.0,,,,0.0
3013,David Alan Basche,1968-08-25,M,50.6978240484062,-1.9028453698570127,8.0,6.0,1.0,1.0,1.0,1.0,4.0,2.0,drkmd70,5003530.0,29.0,,27.0,27.0,0.0
3016,Michael Beach,1963-10-30,M,55.519278287712964,,10.0,,1.0,,,,1.0,,drt2wr0,,44.0,,,,0.0
3020,Noah Bean,1978-08-20,M,40.71267719391911,-8.38347125539881,7.0,0.0,1.0,2.0,1.0,1.0,4.0,1.0,drt2zp2,20000000.0,38.0,,22.0,22.0,0.0
3021,Orson Bean,1928-07-22,M,90.7917342587459,,6.0,,3.0,,4.0,,4.0,,drgvn08,,28.0,34.0,,,1.0
3024,Ned Beatty,1937-07-06,M,81.8360404388865,,6.0,,4.0,,8.0,,1.0,,dng18e8,,22.0,31.0,,,1.0
3025,Warren Beatty,1937-03-30,M,82.10435532557136,-21.164021164021165,3.0,5.0,1.0,2.0,4.0,4.0,4.0,1.0,dq8vtfh,20000000.0,55.0,,26.0,26.0,0.0
3029,Hugh Beaumont,1909-02-16,M,110.21992238033636,-11.408858498121116,1.0,6.0,1.0,2.0,3.0,3.0,1.0,3.0,9yumecr,5003530.0,32.0,65.0,21.0,21.0,1.0
3031,Jim Beaver,1950-08-12,M,68.73515541044647,,7.0,,2.0,,1.0,,5.0,,9xkgj0w,,23.0,26.0,,,1.0
3040,Graham Beckel,1949-12-22,M,69.3730877430748,,0.0,,1.0,,,,1.0,,dr5regw,,35.0,,,,0.0
3044,Scotty Beckett,1929-10-04,M,89.58979308267794,,9.0,,3.0,,1.0,,1.0,,9q9p1dh,,20.0,21.0,,,1.0
3047,David Bedella,1962-09-25,M,56.61444109050836,,9.0,,1.0,,,,1.0,,dp3ust7,,35.0,,,,1.0
3052,Wallace Beery,1885-04-01,M,134.09720938828312,-13.985228991697298,3.0,3.0,2.0,,1.0,3.0,3.0,2.0,9yuzdj9,20000000.0,31.0,33.0,,,1.0
3055,Jason Beghe,1960-03-12,M,59.15248088598671,,2.0,,1.0,,2.0,,1.0,,dr5regw,,40.0,,,,0.0
3057,Ed Begley Jr.,1949-09-16,M,69.63866472275271,,8.0,,2.0,,3.0,,1.0,,9q5ctr1,,27.0,,,,1.0
3059,Jason Behr,1973-12-30,M,45.35069166375765,-1.9548656029897944,0.0,11.0,1.0,1.0,1.0,1.0,1.0,1.0,9zvxvey,20000000.0,33.0,,31.0,31.0,0.0
3060,Sam Behrens,1950-07-24,M,68.78717564357926,,7.0,,1.0,,,,1.0,,dr5rmm5,,39.0,,,,0.0
3063,Harry Belafonte,1927-03-01,M,92.18532892530304,,2.0,,3.0,,4.0,,1.0,,dr72jm9,,21.0,30.0,,,1.0
3075,Drew Tyler Bell,1986-01-29,M,33.26830804191736,,1.0,,1.0,,,,2.0,,,,23.0,,,,0.0
3078,Michael Bell,1938-07-30,M,80.77099461316796,-2.4805437483315878,7.0,1.0,1.0,1.0,,,7.0,4.0,dr5rmm5,20000000.0,46.0,,43.0,43.0,0.0
3086,Ralph Bellamy,1904-06-17,M,114.88805382725175,,5.0,,4.0,,,,1.0,,dp3wjzt,,23.0,,,,1.0
3088,Willam Belli,1982-06-30,M,36.852228314065314,,6.0,,1.0,,,,8.0,,dr4e394,,26.0,,,,0.0
3092,Jim Belushi,1954-06-15,M,64.89387187964161,,5.0,,3.0,,3.0,,6.0,,dp3wjzt,,26.0,34.0,,,1.0
3093,Robert Belushi,1980-10-23,M,38.536041123363255,,10.0,,1.0,,,,1.0,,dp3wjzt,,34.0,,,,0.0
3111,Richard Benjamin,1938-05-22,M,80.95991019665017,0.2162946535520921,5.0,2.0,1.0,1.0,2.0,,1.0,1.0,dr5regw,20000000.0,23.0,,23.0,23.0,0.0
3112,Beck Bennett,1984-10-01,M,34.596192940306786,,9.0,,1.0,1.0,,,3.0,1.0,dp3x7g4,625441.0,34.0,,,,0.0
3122,Robby Benson,1956-01-21,M,63.292196280553334,2.395668631114944,1.0,8.0,1.0,1.0,2.0,2.0,8.0,2.0,9vg4mqf,20000000.0,26.0,,29.0,29.0,0.0
3124,Wes Bentley,1978-09-04,M,40.67160858881428,,8.0,,2.0,,2.0,,1.0,,9yr7zuz,,23.0,31.0,,,1.0
3128,John Beradino,1917-05-01,M,102.0171529873988,,4.0,,2.0,,4.0,,3.0,,9q5ctr1,,24.0,46.0,,,1.0
3131,Tom Berenger,,M,,,,,4.0,,,,4.0,,dp3wjzt,,,,,,1.0
3134,Peter Berg,1964-03-11,M,55.155136655783494,,2.0,,1.0,,2.0,,4.0,,dr5regw,,29.0,34.0,,,1.0
3135,Edgar Bergen,1903-02-16,M,116.22141453965516,-19.57603509996783,1.0,8.0,1.0,1.0,2.0,2.0,3.0,4.0,dp3wjzt,5003530.0,42.0,,23.0,23.0,0.0
3137,Todd Berger,1979-04-05,M,40.088434396325724,,3.0,,1.0,,,,5.0,,9vrfqk7,,30.0,,,,0.0
3138,Herbert Berghof,1909-09-13,M,109.64769981587575,-9.744211037872098,8.0,5.0,1.0,2.0,,1.0,1.0,1.0,u2ed7wm,5003530.0,48.0,,19.0,19.0,0.0
3139,Michael Bergin,1969-03-18,M,50.13655311197356,,2.0,,1.0,,2.0,,,,drkh3tm,,35.0,,,,0.0
3141,Xander Berkeley,1955-12-16,M,63.390760932804916,-16.170078783274125,11.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,dr5rs1t,20000000.0,47.0,,30.0,30.0,0.0
3142,Milton Berle,1908-07-12,M,110.81952401486684,,6.0,,4.0,,3.0,,2.0,,dr5regw,,33.0,39.0,,,1.0
3143,Warren Berlinger,1937-08-31,M,81.68271764649512,-1.073259546739495,8.0,9.0,1.0,1.0,4.0,4.0,1.0,1.0,dr5rmm5,625441.0,23.0,,22.0,22.0,0.0
3145,Shelley Berman,1925-02-03,M,94.25518662258636,,1.0,,1.0,,2.0,,6.0,,dp3wjzt,,22.0,,,,0.0
3146,Carlos Bernard,1962-10-12,M,56.56789667138956,-12.827094327741158,9.0,7.0,2.0,1.0,,,1.0,1.0,dp3xhw5,5003530.0,51.0,,38.0,38.0,1.0
3153,Corbin Bernsen,1954-09-07,M,64.66388769105457,,8.0,,2.0,,4.0,,2.0,,9q5f6pt,,29.0,,,,1.0
3154,Jon Bernthal,1976-09-20,M,42.62647419180408,,8.0,,1.0,,3.0,,1.0,,dqcjqfz,,34.0,,,,0.0
3157,Dennis Berry,1944-08-11,M,74.7366475697653,5.744128900661888,7.0,10.0,2.0,3.0,,2.0,4.0,1.0,9q5cgq7,5003530.0,28.0,,20.0,20.0,1.0
3158,Ken Berry,1933-11-03,M,85.50757373525808,-0.010951628027954031,10.0,10.0,1.0,2.0,,2.0,3.0,4.0,9zrshk0,5003530.0,27.0,43.0,27.0,27.0,1.0
